,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Walvis Bay,NA,-22.9575,14.5053,70.75,60,38,19.57,scattered clouds
350,Chateaubelair,VC,13.2833,-61.25,79.32,94,75,0.0,broken clouds
351,Kabare,CD,-2.4683,28.8242,66.54,83,96,1.54,light rain
352,Ngunguru,NZ,-35.6167,174.5,57.16,92,100,6.02,overcast clouds
353,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,81,90,26.51,moderate rain
354,Yerbogachen,RU,61.2767,108.0108,27.63,84,99,4.92,overcast clouds
355,Quelimane,MZ,-17.8786,36.8883,87.75,58,20,14.0,few clouds
356,Boundiali,CI,9.5217,-6.4869,87.48,50,37,5.61,scattered clouds
357,Dalvik,IS,65.9702,-18.5286,35.53,80,67,2.01,broken clouds
358,Jablah,SY,35.3614,35.9256,77.13,69,75,6.13,broken clouds
359,Srednekolymsk,RU,67.45,153.6833,2.53,95,97,4.25,overcast clouds
360,Mana,GF,5.6592,-53.7767,86.49,66,38,7.54,scattered clouds
361,San Juan,AR,-31.5375,-68.5364,74.16,38,1,7.07,clear sky
362,Quesnel,CA,52.9999,-122.5029,32.5,100,0,0.0,clear sky
363,Yuzhnyy,RU,53.2542,83.6936,43.54,65,0,13.42,clear sky
364,Dobryatino,RU,55.5055,41.3195,43.61,83,100,14.92,overcast clouds
365,Itarema,BR,-2.9248,-39.9167,88.77,53,90,19.51,overcast clouds
366,Saint-Joseph,RE,-21.3667,55.6167,71.98,82,53,10.51,broken clouds
367,Paka,MY,4.6374,103.4368,76.93,100,93,0.0,light rain
368,Buala,SB,-8.145,159.5921,80.73,78,98,8.21,overcast clouds
369,Yambio,SS,4.5721,28.3955,72.09,94,99,0.96,overcast clouds
370,Barra Do Garcas,BR,-15.89,-52.2567,95.58,31,0,12.66,clear sky
371,Tura,IN,25.5198,90.2201,71.37,94,15,3.22,few clouds
372,Bodden Town,KY,19.2833,-81.25,86.99,74,20,8.05,few clouds
373,Kawalu,ID,-7.3817,108.2082,72.3,97,99,1.25,overcast clouds
374,Grand Gaube,MU,-20.0064,57.6608,73.8,67,3,3.0,clear sky
375,Changtu,CN,42.7788,124.0955,38.03,55,1,3.78,clear sky
376,Kaputa,ZM,-8.4689,29.6619,83.23,42,37,0.76,scattered clouds
377,Monrovia,LR,6.3005,-10.7969,85.77,76,50,4.63,light rain
378,Roberval,CA,48.5168,-72.2324,48.15,81,40,3.44,scattered clouds
379,Malibu,US,34.005,-118.8101,66.33,81,4,2.39,clear sky
380,Andover,GB,51.2083,-1.4825,66.56,57,40,14.97,scattered clouds
381,Marystown,CA,47.1666,-55.1483,59.4,99,100,8.61,light rain
382,Sahuaripa,MX,29.05,-109.2333,68.88,61,0,1.99,clear sky
383,Yar-Sale,RU,66.8333,70.8333,37.11,89,78,8.63,broken clouds
384,Kahului,US,20.8947,-156.47,76.84,73,0,5.99,clear sky
385,Havelock,US,34.8791,-76.9013,75.94,74,75,9.22,broken clouds
386,Kitaibaraki,JP,36.7833,140.75,60.15,76,100,7.7,moderate rain
387,Seidu,SL,9.0167,-10.6,82.44,60,49,5.59,scattered clouds
388,El Carmen,CO,8.5106,-73.4478,75.92,82,100,1.9,light rain
389,Kanniyakumari,IN,8.0833,77.5667,78.69,87,100,17.58,overcast clouds
390,Pilu,RO,46.5667,21.35,68.95,45,19,3.09,few clouds
391,Saint-Augustin,CA,51.226,-58.6502,48.18,95,100,15.66,light rain
392,Gat,IL,31.61,34.7642,78.4,100,0,8.28,clear sky
393,Pangody,RU,65.85,74.4859,37.42,96,100,4.05,overcast clouds
394,Chishtian Mandi,PK,29.8,72.8667,82.26,13,0,6.89,clear sky
395,Ahmadpur,IN,18.7,76.9333,74.59,85,25,5.1,scattered clouds
396,Bathsheba,BB,13.2167,-59.5167,88.41,70,40,11.5,scattered clouds
397,Russell,US,32.3502,-85.1999,68.0,88,20,3.44,few clouds
398,Yurimaguas,PE,-5.9,-76.0833,82.56,74,40,0.0,scattered clouds
399,Phonhong,LA,18.5007,102.4166,71.55,84,9,1.3,clear sky
400,General Pico,AR,-35.6566,-63.7568,70.57,35,100,16.96,overcast clouds
401,Straumen,NO,63.8709,11.2999,48.2,87,92,3.27,overcast clouds
402,Sola,VU,-13.8833,167.55,80.73,78,25,14.2,scattered clouds
403,Mandalgovi,MN,45.7625,106.2708,35.11,22,0,6.38,clear sky
404,Salalah,OM,17.0151,54.0924,87.89,37,0,3.44,clear sky
405,Pareora,NZ,-44.4871,171.2132,45.18,94,32,5.01,scattered clouds
406,Newala,TZ,-10.9431,39.2787,76.64,45,76,11.39,broken clouds
407,Fukue,JP,32.6881,128.8419,60.75,64,7,31.41,clear sky
408,Xining,CN,36.6167,101.7667,43.88,40,1,1.03,clear sky
409,Riyadh,SA,24.6877,46.7219,91.54,12,47,5.08,scattered clouds
410,Natal,BR,-5.795,-35.2094,86.65,61,75,23.02,broken clouds
411,Ranfurly,NZ,-45.1333,170.1,37.11,97,72,4.32,light rain
412,Ulaanbaatar,MN,47.9077,106.8832,21.33,49,0,2.24,clear sky
413,Shatalovo,RU,54.334,32.4465,49.17,91,77,10.0,broken clouds
414,Minab,IR,27.1467,57.0801,88.12,62,9,4.61,clear sky
415,Camacupa,AO,-12.0167,17.4833,76.19,45,97,4.07,light rain
416,Seymchan,RU,62.8833,152.4333,-7.31,99,72,1.01,broken clouds
417,Dunedin,NZ,-45.8742,170.5036,46.8,88,97,1.01,overcast clouds
418,Waw,SS,7.7029,27.9953,76.66,80,68,1.5,broken clouds
419,Takefu,JP,35.9039,136.1669,62.24,93,94,4.07,overcast clouds
420,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,88,40,28.3,light intensity shower rain
421,Nuuk,GL,64.1835,-51.7216,38.01,70,75,6.91,broken clouds
422,Silikatnyy,RU,53.9896,48.3275,44.02,68,90,10.74,overcast clouds
423,Port Hardy,CA,50.6996,-127.4199,50.18,93,40,2.3,scattered clouds
424,Fereydunshahr,IR,32.941,50.121,55.49,21,8,2.17,clear sky
425,Avera,US,33.194,-82.5271,68.05,54,100,10.74,overcast clouds
426,Gamboma,CG,-1.8764,15.8644,85.77,59,100,1.34,overcast clouds
427,Hirara,JP,24.8,125.2833,76.77,88,99,37.65,overcast clouds
428,Burias,PH,11.4463,122.5497,74.84,100,100,3.02,overcast clouds
429,Ardrishaig,GB,56.0157,-5.4481,55.18,87,84,16.11,light rain
430,Hazorasp,UZ,41.3194,61.0742,58.84,43,14,18.41,few clouds
431,Ahipara,NZ,-35.1667,173.1667,57.76,95,100,8.59,overcast clouds
432,San Isidro,PE,-12.1167,-77.05,65.01,78,100,5.75,overcast clouds
433,Los Chiles,CR,11.0333,-84.7167,79.18,85,100,1.83,overcast clouds
434,Tomatlan,MX,19.9333,-105.25,80.2,87,88,1.68,overcast clouds
435,Sobolevo,RU,54.4299,31.8996,50.97,92,89,8.97,overcast clouds
436,Conceicao Do Araguaia,BR,-8.2578,-49.2647,101.37,21,7,8.16,clear sky
437,Teya,RU,60.3778,92.6267,34.48,86,100,1.74,overcast clouds
438,Sarangani,PH,5.4033,125.4636,83.91,75,100,7.92,overcast clouds
439,Eureka,US,40.8021,-124.1637,53.2,84,100,3.83,overcast clouds
440,Chulumani,BO,-16.4096,-67.5263,67.78,85,70,4.27,broken clouds
441,Parakou,BJ,9.3372,2.6303,88.59,46,22,5.14,few clouds
442,Kijang,KR,35.2442,129.2139,53.33,44,0,9.28,clear sky
443,Lazaro Cardenas,MX,17.9583,-102.2,81.07,82,98,3.85,light rain
444,San Cristobal,VE,7.7669,-72.225,73.58,55,100,4.47,overcast clouds
445,Gimli,CA,50.6336,-96.9907,23.02,68,13,8.05,few clouds
446,Coihaique,CL,-45.5752,-72.0662,59.61,51,0,0.0,clear sky
447,Sitka,US,57.0531,-135.33,53.49,94,100,0.0,light rain
448,Jijiga,ET,9.35,42.8,73.92,40,68,18.28,broken clouds
449,Noumea,NC,-22.2763,166.4572,67.98,76,99,3.71,overcast clouds
450,Lavrentiya,RU,65.5833,-171.0,30.49,81,100,11.9,overcast clouds
451,Bestobe,KZ,52.4994,73.0975,43.65,59,89,9.06,overcast clouds
452,Dakar,SN,14.6937,-17.4441,89.73,70,40,6.91,scattered clouds
453,Monte Azul,BR,-15.155,-42.8747,93.74,23,9,5.19,clear sky
454,Kyaikto,MM,17.3,97.0167,77.92,83,22,3.06,few clouds
455,Egvekinot,RU,66.3167,-179.1667,12.74,77,100,11.14,overcast clouds
456,Henties Bay,NA,-22.116,14.2845,62.85,79,9,12.24,clear sky
457,Cotonou,BJ,6.3654,2.4183,85.98,74,20,11.5,few clouds
458,Xiaoweizhai,CN,26.1903,107.5125,60.37,47,6,9.98,clear sky
459,Cockburn Town,TC,21.4612,-71.1419,82.36,69,40,8.05,scattered clouds
460,Pathein,MM,16.7833,94.7333,75.29,84,3,0.98,clear sky
461,Mount Isa,AU,-20.7333,139.5,78.57,61,4,6.91,light rain
462,Aksu,CN,41.1231,80.2644,61.12,20,100,2.19,overcast clouds
463,Sept-Iles,CA,50.2001,-66.3821,49.05,99,100,6.91,mist
464,Gaziantep,TR,37.0594,37.3825,78.73,28,75,6.91,broken clouds
465,Abu Dhabi,AE,24.4667,54.3667,91.42,65,0,9.22,clear sky
466,Bentiu,SS,9.2333,29.8333,77.68,83,58,2.37,moderate rain
467,Padang,ID,-0.9492,100.3543,77.05,81,100,2.46,overcast clouds
468,Nelson Bay,AU,-32.7167,152.15,63.0,95,39,3.0,scattered clouds
469,Karavukovo,RS,45.495,19.1881,68.02,33,11,9.26,few clouds
470,Meadow Lake,US,34.8014,-106.5436,49.3,83,100,8.3,overcast clouds
471,Dudinka,RU,69.4058,86.1778,29.62,99,100,6.85,light snow
472,Viedma,AR,-40.8135,-62.9967,72.09,30,100,7.25,overcast clouds
473,Kisangani,CD,0.5167,25.2,80.91,68,45,1.66,scattered clouds
474,Sawakin,SD,19.1059,37.3321,87.49,66,1,8.3,clear sky
475,Magdalena,PH,14.1999,121.429,76.23,94,66,1.83,light rain
476,Ongandjera,NA,-17.8833,15.0667,89.67,17,15,2.93,few clouds
477,Berlevag,NO,70.8578,29.0864,46.35,87,100,14.97,overcast clouds
478,Namibe,AO,-15.1961,12.1522,79.43,69,40,12.66,scattered clouds
479,Poronaysk,RU,49.2167,143.1167,35.85,73,99,14.14,overcast clouds
480,Sovik,NO,65.9333,12.4667,46.92,93,75,2.3,broken clouds
481,Conakry,GN,9.538,-13.6773,84.27,74,75,6.91,broken clouds
482,Rosetta,EG,31.4044,30.4164,73.89,66,12,19.62,few clouds
483,Saltpond,GH,5.2091,-1.0606,81.95,72,54,9.28,broken clouds
484,Morondava,MG,-20.2833,44.2833,78.46,75,3,16.44,clear sky
485,Zabol,AF,32.25,67.25,63.23,11,0,9.19,clear sky
486,Pedasi,PA,7.5333,-80.0333,83.07,86,100,8.37,moderate rain
487,Jumla,NP,29.2747,82.1838,48.85,85,1,3.76,clear sky
488,Slave Lake,CA,55.2834,-114.769,31.98,86,0,3.44,clear sky
489,Bandar-E Lengeh,IR,26.5579,54.8807,87.91,70,5,6.91,haze
490,Dymer,UA,50.7865,30.3026,59.95,50,7,8.9,clear sky
491,Maxixe,MZ,-23.8597,35.3472,82.22,58,40,11.99,scattered clouds
492,Asfi,MA,32.2994,-9.2372,73.53,60,38,8.95,scattered clouds
493,Sao Filipe,CV,14.8961,-24.4956,79.43,74,79,8.7,broken clouds
494,Mangrol,IN,21.1167,70.1167,82.67,61,13,5.01,few clouds
495,Aketi,CD,2.7388,23.7833,80.56,68,99,2.77,overcast clouds
496,Catuday,PH,16.2923,119.8062,79.66,83,19,13.42,few clouds
497,Saravan,AM,39.7196,45.6483,56.01,56,100,4.16,overcast clouds
498,Letlhakane,BW,-21.4167,25.5833,90.21,20,91,11.86,overcast clouds
499,Meulaboh,ID,4.1363,96.1285,78.15,83,76,4.85,broken clouds
500,Obo,CF,5.3998,26.4869,74.86,87,100,1.61,overcast clouds
501,Pocatello,US,42.8713,-112.4455,31.91,74,0,3.44,clear sky
502,Artesia,US,33.8658,-118.0831,68.34,82,0,3.44,clear sky
503,Louisville,US,38.2542,-85.7594,51.12,51,0,10.36,clear sky
504,Puerto Cabezas,NI,14.0351,-83.3888,78.76,94,40,4.61,scattered clouds
505,Herzberg,DE,51.6869,13.2202,79.32,47,75,6.91,broken clouds
506,Chuy,UY,-33.6971,-53.4616,63.14,77,89,16.55,overcast clouds
507,Danbury,US,41.3948,-73.454,58.93,90,100,3.44,overcast clouds
508,Alekseyevskaya,RU,50.2896,42.1845,46.81,54,71,4.0,broken clouds
509,Lincoln,US,40.8,-96.667,39.15,58,0,11.5,clear sky
510,Umm Lajj,SA,25.0213,37.2685,84.07,63,78,8.57,broken clouds
511,Bow Island,CA,49.8668,-111.3684,42.55,65,6,10.36,clear sky
512,Port Hawkesbury,CA,45.6169,-61.3485,62.91,97,100,8.01,overcast clouds
513,Mayya,RU,61.7333,130.2811,27.72,93,100,9.48,overcast clouds
514,Lompoc,US,34.6391,-120.4579,55.58,95,100,6.91,mist
515,Wanganui,NZ,-39.9333,175.05,52.59,84,100,5.99,overcast clouds
516,Bourail,NC,-21.5667,165.4833,71.2,78,99,2.73,overcast clouds
517,San Policarpo,PH,12.1791,125.5072,79.41,86,100,3.85,overcast clouds
518,Khandbari,NP,27.3747,87.2039,63.01,62,0,4.27,clear sky
519,Protvino,RU,54.8664,37.2178,44.49,78,59,13.35,broken clouds
520,Bryukhovetskaya,RU,45.806,38.9996,57.94,57,25,12.86,scattered clouds
521,Zwedru,LR,6.0667,-8.1281,89.1,47,32,5.35,scattered clouds
522,Komsomolskiy,UZ,40.4272,71.7189,68.72,30,100,4.61,overcast clouds
523,Deputatskiy,RU,69.3,139.9,10.69,92,100,6.24,overcast clouds
524,Boca Do Acre,BR,-8.7522,-67.3978,83.8,61,100,3.6,overcast clouds
525,Abomey,BJ,7.1829,1.9912,87.28,56,81,4.18,broken clouds
526,La Ronge,CA,55.1001,-105.2842,34.05,60,20,13.8,few clouds
527,Palmer,US,42.1584,-72.3287,54.77,100,100,4.61,light rain
528,Mayo,US,38.8876,-76.5119,65.12,84,75,5.75,broken clouds
529,Iguape,BR,-24.7081,-47.5553,72.61,77,100,6.29,overcast clouds
530,Lere,NG,10.387,8.5726,86.45,33,7,7.18,clear sky
531,Adrar,MR,20.5022,-10.0711,101.17,8,10,12.06,clear sky
532,Wolfhagen,DE,51.3261,9.1702,73.15,56,0,8.05,clear sky
533,Vanavara,RU,60.34,102.2797,29.44,72,100,3.69,overcast clouds
534,Marienburg,PL,54.0359,19.0266,68.88,77,100,8.48,overcast clouds
535,Heihe,CN,50.2441,127.4902,32.58,52,2,11.81,clear sky
536,Caldwell,US,43.6629,-116.6874,55.92,53,0,5.75,clear sky
537,Tuatapere,NZ,-46.1333,167.6833,43.03,94,97,7.43,overcast clouds
538,Steamboat Springs,US,40.485,-106.8317,49.5,65,0,0.0,clear sky
539,Narsaq,GL,60.9167,-46.05,33.85,68,100,3.71,overcast clouds
540,Edgemoor,US,39.7501,-75.4996,63.37,80,100,4.0,overcast clouds
541,Salekhard,RU,66.53,66.6019,35.83,92,28,7.07,scattered clouds
542,Ipilan,PH,8.8431,117.9033,79.34,85,100,5.55,overcast clouds
543,Karaton,ID,-6.3424,106.1045,75.02,92,99,2.33,heavy intensity rain
544,Svetlogorsk,BY,52.6333,29.7333,54.28,85,31,6.24,scattered clouds
545,Nouadhibou,MR,20.931,-17.0347,89.58,40,87,12.66,overcast clouds
546,Jatiroto,ID,-7.8833,111.1167,75.29,89,94,4.09,overcast clouds
547,Balikpapan,ID,-1.2675,116.8289,77.99,94,40,2.3,scattered clouds
548,Fosforitnyy,RU,55.3261,38.9,44.01,80,85,13.73,overcast clouds
549,Nome,US,64.5011,-165.4064,35.67,93,100,5.75,light rain
550,Osoyoos,CA,49.0331,-119.4524,37.81,100,2,1.14,clear sky
551,Port Blair,IN,11.6667,92.75,77.04,94,75,2.3,drizzle
552,Cheyenne,US,41.14,-104.8203,44.24,64,0,6.91,clear sky
553,Sangar,RU,63.9242,127.4739,14.31,94,68,7.63,broken clouds
554,Vostok,RU,46.4856,135.8833,28.06,89,95,4.43,overcast clouds
555,Sandwick,GB,60.0,-1.25,48.02,93,75,23.02,light rain
556,Aykhal,RU,66.0,111.5,17.24,97,100,6.22,overcast clouds
557,Bambanglipuro,ID,-7.95,110.2833,77.54,87,100,6.98,overcast clouds
558,Juegang,CN,32.3174,121.1855,63.91,48,6,16.93,clear sky
559,Ha Tinh,VN,18.3333,105.9,73.35,75,7,5.82,clear sky
560,Ravar,IR,31.2656,56.8055,72.95,13,5,1.45,clear sky
561,Darhan,MN,49.4867,105.9228,34.0,34,0,6.53,clear sky
562,Urambo,TZ,-5.0667,32.05,85.05,28,94,6.17,overcast clouds
563,Coquimbo,CL,-29.9533,-71.3436,55.13,100,100,4.61,light intensity drizzle
564,Bantigue,PH,10.9899,124.6225,79.02,89,100,5.79,moderate rain
565,Norsup,VU,-16.0667,167.3833,78.46,85,15,8.59,few clouds
566,Mitzic,GA,0.7821,11.549,76.24,90,84,0.78,light rain
567,Ixtapa,MX,20.7,-105.2,83.23,79,99,0.81,overcast clouds
568,Tocopilla,CL,-22.092,-70.1979,67.78,61,9,8.03,clear sky
569,Mopipi,BW,-21.1833,24.8833,91.76,18,98,18.66,overcast clouds
570,Sevnica,SI,46.0078,15.3156,72.63,69,52,3.2,broken clouds
571,Sohna,IN,28.25,77.0667,80.83,33,0,4.21,clear sky
572,Gizo,SB,-8.103,156.8419,82.42,71,30,10.98,scattered clouds
573,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.99,100,100,2.24,light intensity shower rain
574,Aqtobe,KZ,50.2797,57.2072,42.89,61,0,4.47,clear sky
575,Trenggalek,ID,-8.05,111.7167,75.36,95,84,2.71,light rain
576,Hami,CN,42.8,93.45,58.75,19,1,6.04,clear sky
577,Syracuse,IT,37.0881,15.2792,76.59,64,0,7.0,clear sky
578,Nabire,ID,-3.3667,135.4833,76.71,88,98,2.64,overcast clouds
579,Mapastepec,MX,15.4333,-92.9,82.6,77,80,0.74,light rain
580,Manyana,BW,-23.4,21.7167,77.94,32,100,3.89,overcast clouds
581,Rabo De Peixe,PT,37.8,-25.5833,60.31,94,75,18.41,light intensity shower rain
582,Paidha,UG,2.4167,30.9855,66.04,87,100,1.52,light rain
583,Marsh Harbour,BS,26.5412,-77.0636,80.01,62,6,7.83,clear sky
584,Atasu,KZ,48.6814,71.6433,42.01,53,61,6.49,broken clouds
585,Benguela,AO,-12.5763,13.4055,78.85,71,53,9.93,broken clouds
586,Ambon,ID,-3.6954,128.1814,78.94,89,20,9.22,few clouds
587,Chickasha,US,35.0526,-97.9364,50.16,50,0,14.97,clear sky
588,Letterkenny,IE,54.95,-7.7333,55.33,82,23,16.13,few clouds
589,Montgomery,US,39.1501,-77.1997,64.65,83,40,5.75,scattered clouds
590,Acajutla,SV,13.5928,-89.8275,78.22,90,100,11.45,overcast clouds
591,Merke,KZ,42.8728,73.1786,54.93,80,100,3.89,overcast clouds
592,Mount Gambier,AU,-37.8333,140.7667,45.3,86,100,6.06,overcast clouds
593,Le Vauclin,MQ,14.5452,-60.8388,89.65,62,75,8.05,broken clouds
594,Hohhot,CN,40.8106,111.6522,28.69,46,0,4.47,clear sky
595,Alice Springs,AU,-23.7,133.8833,63.95,100,75,14.97,broken clouds
596,Goure,NE,13.9835,10.2704,96.4,12,1,9.86,clear sky
597,Bograd,RU,54.2344,90.8328,44.96,68,100,7.45,overcast clouds
598,Roebourne,AU,-20.7833,117.1333,79.61,20,0,11.97,clear sky
599,Concepcion Del Oro,MX,24.6333,-101.4167,64.94,44,16,5.55,few clouds
600,Ocampo,MX,21.65,-101.5,64.35,50,85,2.77,overcast clouds
601,Ostrovnoy,RU,68.0531,39.5131,46.36,93,100,5.32,overcast clouds
602,Ballina,AU,-28.8667,153.5667,61.02,99,92,5.66,overcast clouds
603,Vanimo,PG,-2.6741,141.3028,77.72,88,98,3.22,overcast clouds
604,Cherkasskoye,RU,52.4333,47.2167,44.28,63,70,6.31,broken clouds
605,Jaguarari,BR,-10.2639,-40.1958,86.54,27,0,10.65,clear sky
606,Rio Gallegos,AR,-51.6226,-69.2181,64.45,27,0,9.22,clear sky
607,Cap Malheureux,MU,-19.9842,57.6142,72.46,67,3,3.0,clear sky
608,Glyadyanskoye,RU,54.9075,65.0883,43.74,77,99,7.85,overcast clouds
609,Ishigaki,JP,24.3448,124.1572,73.53,100,100,20.71,light rain
610,Burnie,AU,-41.0667,145.9167,50.94,86,79,12.73,broken clouds
611,Awbari,LY,26.5921,12.7805,81.59,29,0,12.53,clear sky
612,Kuusamo,FI,65.9667,29.1833,39.24,87,75,16.11,broken clouds
613,Wahpeton,US,46.2652,-96.6059,25.52,68,0,13.8,clear sky
614,Never,FR,46.9896,3.159,69.51,78,93,3.44,light rain
615,Glace Bay,CA,46.1969,-59.957,64.09,90,75,8.99,broken clouds
616,Pitimbu,BR,-7.4706,-34.8086,86.59,63,97,16.17,overcast clouds
617,Bardiyah,LY,31.7561,25.0865,71.6,63,54,16.89,broken clouds
618,Mancio Lima,BR,-7.6142,-72.8958,78.87,83,75,3.44,broken clouds
619,Nalut,LY,30.3333,10.85,81.54,25,48,10.02,scattered clouds
620,Alto Araguaia,BR,-17.3147,-53.2153,94.71,20,60,7.52,broken clouds
621,Kieta,PG,-6.2167,155.6333,77.88,86,98,2.33,light rain
622,Ust-Koksa,RU,50.2696,85.6108,40.98,96,100,3.58,overcast clouds
623,Milton,US,34.1322,-84.3007,68.9,82,100,3.0,overcast clouds
624,Buraydah,SA,26.326,43.975,93.65,12,0,7.14,clear sky
625,Kazuno,JP,40.1836,140.7872,48.99,91,93,5.21,overcast clouds
626,Lingao,CN,19.9103,109.6859,78.4,62,100,6.06,overcast clouds
627,Gaillac,FR,43.9016,1.8969,78.57,63,88,14.07,overcast clouds
628,Sorland,NO,67.667,12.6934,44.46,68,83,19.77,broken clouds
629,Lubbock,US,33.6001,-101.8338,56.37,78,100,8.05,overcast clouds
630,Sibolga,ID,1.7427,98.7792,76.89,84,87,3.56,overcast clouds
631,Skibbereen,IE,51.55,-9.2667,58.1,66,63,6.62,broken clouds
632,Muros,ES,42.7762,-9.0603,70.68,87,27,10.18,scattered clouds
633,Luhyny,UA,51.082,28.4006,54.84,70,17,6.91,few clouds
634,Pereslavl-Zalesskiy,RU,56.7393,38.8563,49.55,74,100,14.7,overcast clouds
635,Kuznechnoye,RU,61.12,29.8686,46.99,80,40,12.1,scattered clouds
636,Akureyri,IS,65.6835,-18.0878,35.53,93,0,5.75,clear sky
637,Ofunato,JP,39.0717,141.7167,58.87,92,100,2.8,overcast clouds
638,Puerto Narino,CO,-3.7703,-70.3831,87.84,57,98,2.08,overcast clouds
639,Sahbuz,AZ,39.4072,45.5739,71.15,42,100,3.94,overcast clouds
640,Zachepylivka,UA,49.1939,35.2394,51.04,51,1,2.95,clear sky
641,Thai Binh,VN,20.45,106.3333,73.89,55,45,9.86,scattered clouds
642,Mubi,NG,10.2676,13.2644,89.71,31,17,4.68,few clouds
643,Matara,LK,5.9485,80.5353,77.29,88,100,7.23,overcast clouds
644,Curup,ID,-3.4667,102.5333,67.98,99,91,0.98,overcast clouds
645,Amga,RU,60.8953,131.9608,24.33,95,97,5.59,light snow
646,Rauma,FI,61.1272,21.5113,46.44,85,95,10.92,overcast clouds
647,Hovd,MN,48.0056,91.6419,42.28,33,100,1.66,light rain
648,High Level,CA,58.5169,-117.136,24.91,93,0,0.0,clear sky
649,Forio,IT,40.7342,13.8646,75.49,84,0,3.0,clear sky
650,Puerto Ayacucho,VE,5.6639,-67.6236,84.9,67,83,2.59,broken clouds
651,Blackfoot,US,43.1905,-112.345,50.76,33,16,3.71,few clouds
652,Innisfail,AU,-17.5333,146.0333,72.37,85,73,1.9,broken clouds
653,Calderitas,MX,18.55,-88.25,84.04,74,17,7.61,few clouds
654,Gigmoto,PH,13.7796,124.39,80.51,87,100,8.41,overcast clouds
655,Thinadhoo,MV,0.5333,72.9333,82.11,69,39,7.56,scattered clouds
656,Namie,JP,37.4833,141.0,60.71,92,100,2.86,light rain
657,Skjervoy,NO,70.0311,20.9714,42.8,68,100,30.94,overcast clouds
658,Chany,RU,55.3121,76.7647,41.99,77,99,11.95,overcast clouds
659,Knysna,ZA,-34.0363,23.0471,69.66,69,6,6.33,clear sky
660,Eydhafushi,MV,5.1033,73.0708,81.64,78,100,17.31,light rain
661,Yulara,AU,-25.2406,130.9889,71.76,27,50,23.44,scattered clouds
662,Shepsi,RU,44.0361,39.1489,62.38,82,32,9.82,scattered clouds
663,Aklavik,CA,68.2191,-135.0107,26.6,86,75,4.61,broken clouds
664,Qasigiannguit,GL,68.8193,-51.1922,35.58,95,100,4.59,moderate rain
665,Lasa,IT,46.6166,10.7002,64.36,59,43,3.74,scattered clouds
666,Rochegda,RU,62.8,43.25,46.17,84,87,9.95,overcast clouds
667,Kollam,IN,8.8833,76.6,76.3,95,100,13.44,overcast clouds
668,Vestmannaeyjar,IS,63.4427,-20.2734,45.59,87,75,6.91,broken clouds
669,Parjol,RO,46.5833,26.6,60.22,47,2,3.29,clear sky
670,Xuddur,SO,4.1213,43.8894,81.19,56,100,11.5,light rain
671,Biskamzha,RU,53.4497,89.5272,41.49,92,98,11.63,overcast clouds
672,Kidal,ML,18.4411,1.4078,97.47,11,0,16.87,clear sky
673,Jiaonan,CN,35.8786,119.9753,47.66,54,0,6.76,clear sky
674,Kamiiso,JP,41.8167,140.65,43.92,70,1,6.55,clear sky
675,Teahupoo,PF,-17.8333,-149.2667,67.96,84,64,19.89,light rain
676,Rocha,UY,-34.4833,-54.3333,62.17,77,96,16.28,overcast clouds
677,Batagay,RU,67.6333,134.6333,10.22,98,100,1.92,overcast clouds
678,Jucurutu,BR,-6.0339,-37.0203,96.48,25,84,13.11,broken clouds
679,Atar,MR,20.5169,-13.0499,102.97,12,17,9.57,few clouds
680,Arequipa,PE,-16.3989,-71.535,66.27,29,0,4.61,clear sky
681,Ailigandi,PA,9.2333,-78.0167,83.07,75,100,4.32,light rain
682,Ninomiya,JP,35.3033,139.2533,68.72,77,100,4.97,light rain
683,Kroya,ID,-7.6331,109.2461,77.27,89,89,4.56,overcast clouds
684,Yarada,IN,17.65,83.2667,82.72,78,75,3.44,mist
685,Tsiroanomandidy,MG,-18.7667,46.0333,82.0,38,33,7.0,scattered clouds
686,Gwadar,PK,25.1216,62.3254,80.82,68,0,13.98,clear sky
687,Khuzdar,PK,27.7384,66.6434,76.77,11,1,5.12,clear sky
688,Rodrigues Alves,BR,-7.738,-72.6509,79.0,51,100,1.1,overcast clouds
689,Misratah,LY,32.3754,15.0925,75.63,53,62,10.09,broken clouds
690,Lahij,YE,13.1667,44.5833,80.37,63,38,9.89,scattered clouds
691,Kununurra,AU,-15.7667,128.7333,84.18,61,57,5.75,broken clouds
692,Faya,SA,18.3851,42.4509,75.31,33,37,4.56,scattered clouds
